"IDE_CLIENTE","IDE_CLIENTE_NIF","DES_CLIENTE","FEC_NACIMIENTO","NUM_EDAD","NUM_TAMANO_FAMILIAR","FEC_CONTRATO","NUM_ANOS_EXPERIENCIA","NUM_INGRESOS_ANO","IDE_NIVEL_EDUCACION","DES_NIVEL_EDUCACION"
1003,"MIG100609","PRUEBAAPELLIDO MIG100609, PRUEBANOMBRE MIG100609","1987-10-23",27,4,"2012-10-23",2,55,2,"MEDIO"
1002,"MIG100608","PRUEBAAPELLIDO MIG100608, PRUEBANOMBRE MIG100608","1986-10-23",28,1,"2011-10-23",3,170,3,"ALTO"
1001,"MIG100607","PRUEBAAPELLIDO MIG100607, PRUEBANOMBRE MIG100607","1980-10-23",34,3,"2006-10-23",8,81,2,"MEDIO"
1000,"MIG100606","PRUEBAAPELLIDO MIG100606, PRUEBANOMBRE MIG100606","1957-10-23",57,1,"1983-10-23",31,41,1,"BASICO"
999,"MIG100605","PRUEBAAPELLIDO MIG100605, PRUEBANOMBRE MIG100605","1986-10-23",28,4,"2011-10-23",3,70,1,"BASICO"
998,"MIG100604","PRUEBAAPELLIDO MIG100604, PRUEBANOMBRE MIG100604","1951-10-23",63,2,"1976-10-23",38,28,2,"MEDIO"
997,"MIG100603","PRUEBAAPELLIDO MIG100603, PRUEBANOMBRE MIG100603","1985-10-23",29,2,"2009-10-23",5,135,1,"BASICO"
996,"MIG100602","PRUEBAAPELLIDO MIG100602, PRUEBANOMBRE MIG100602","1956-10-23",58,1,"1982-10-23",32,38,1,"BASICO"
995,"MIG100601","PRUEBAAPELLIDO MIG100601, PRUEBANOMBRE MIG100601","1958-10-23",56,2,"1984-10-23",30,141,1,"BASICO"
994,"MIG100600","PRUEBAAPELLIDO MIG100600, PRUEBANOMBRE MIG100600","1986-10-23",28,2,"2010-10-23",4,103,1,"BASICO"
993,"MIG100599","PRUEBAAPELLIDO MIG100599, PRUEBANOMBRE MIG100599","1958-10-23",56,2,"1983-10-23",31,11,3,"ALTO"
992,"MIG100598","PRUEBAAPELLIDO MIG100598, PRUEBANOMBRE MIG100598","1990-10-23",24,2,"2014-10-23",0,125,1,"BASICO"
991,"MIG100597","PRUEBAAPELLIDO MIG100597, PRUEBANOMBRE MIG100597","1966-10-23",48,1,"1992-10-23",22,152,3,"ALTO"
990,"MIG100596","PRUEBAAPELLIDO MIG100596, PRUEBANOMBRE MIG100596","1972-10-23",42,1,"1996-10-23",18,41,1,"BASICO"
989,"MIG100595","PRUEBAAPELLIDO MIG100595, PRUEBANOMBRE MIG100595","1964-10-23",50,1,"1988-10-23",26,85,1,"BASICO"
988,"MIG100594","PRUEBAAPELLIDO MIG100594, PRUEBANOMBRE MIG100594","1981-10-23",33,4,"2007-10-23",7,48,2,"MEDIO"
987,"MIG100593","PRUEBAAPELLIDO MIG100593, PRUEBANOMBRE MIG100593","1970-10-23",44,4,"1994-10-23",20,79,3,"ALTO"
986,"MIG100592","PRUEBAAPELLIDO MIG100592, PRUEBANOMBRE MIG100592","1984-10-23",30,1,"2009-10-23",5,51,1,"BASICO"
985,"MIG100591","PRUEBAAPELLIDO MIG100591, PRUEBANOMBRE MIG100591","1985-10-23",29,4,"2011-10-23",3,39,3,"ALTO"
984,"MIG100590","PRUEBAAPELLIDO MIG100590, PRUEBANOMBRE MIG100590","1983-10-23",31,1,"2007-10-23",7,128,1,"BASICO"
983,"MIG100589","PRUEBAAPELLIDO MIG100589, PRUEBANOMBRE MIG100589","1973-10-23",41,2,"1997-10-23",17,40,1,"BASICO"
982,"MIG100588","PRUEBAAPELLIDO MIG100588, PRUEBANOMBRE MIG100588","1964-10-23",50,1,"1990-10-23",24,94,1,"BASICO"
981,"MIG100587","PRUEBAAPELLIDO MIG100587, PRUEBANOMBRE MIG100587","1975-10-23",39,2,"2000-10-23",14,101,1,"BASICO"
980,"MIG100586","PRUEBAAPELLIDO MIG100586, PRUEBANOMBRE MIG100586","1980-10-23",34,4,"2010-10-23",4,83,3,"ALTO"
979,"MIG100585","PRUEBAAPELLIDO MIG100585, PRUEBANOMBRE MIG100585","1974-10-23",40,1,"1998-10-23",16,114,1,"BASICO"
978,"MIG100584","PRUEBAAPELLIDO MIG100584, PRUEBANOMBRE MIG100584","1990-10-23",24,2,"2014-10-23",0,38,2,"MEDIO"
977,"MIG100583","PRUEBAAPELLIDO MIG100583, PRUEBANOMBRE MIG100583","1970-10-23",44,1,"1996-10-23",18,72,3,"ALTO"
976,"MIG100582","PRUEBAAPELLIDO MIG100582, PRUEBANOMBRE MIG100582","1986-10-23",28,4,"2011-10-23",3,55,1,"BASICO"
975,"MIG100581","PRUEBAAPELLIDO MIG100581, PRUEBANOMBRE MIG100581","1962-10-23",52,4,"1992-10-23",22,22,3,"ALTO"
974,"MIG100580","PRUEBAAPELLIDO MIG100580, PRUEBANOMBRE MIG100580","1957-10-23",57,1,"1981-10-23",33,88,2,"MEDIO"
973,"MIG100579","PRUEBAAPELLIDO MIG100579, PRUEBANOMBRE MIG100579","1968-10-23",46,3,"1995-10-23",19,49,2,"MEDIO"
972,"MIG100578","PRUEBAAPELLIDO MIG100578, PRUEBANOMBRE MIG100578","1962-10-23",52,2,"1986-10-23",28,149,1,"BASICO"
971,"MIG100577","PRUEBAAPELLIDO MIG100577, PRUEBANOMBRE MIG100577","1989-10-23",25,3,"2014-10-23",0,48,3,"ALTO"
970,"MIG100576","PRUEBAAPELLIDO MIG100576, PRUEBANOMBRE MIG100576","1960-10-23",54,1,"1984-10-23",30,93,2,"MEDIO"
969,"MIG100575","PRUEBAAPELLIDO MIG100575, PRUEBANOMBRE MIG100575","1985-10-23",29,2,"2009-10-23",5,80,2,"MEDIO"
968,"MIG100574","PRUEBAAPELLIDO MIG100574, PRUEBANOMBRE MIG100574","1959-10-23",55,3,"1986-10-23",28,50,2,"MEDIO"
967,"MIG100573","PRUEBAAPELLIDO MIG100573, PRUEBANOMBRE MIG100573","1975-10-23",39,1,"1999-10-23",15,128,1,"BASICO"
966,"MIG100572","PRUEBAAPELLIDO MIG100572, PRUEBANOMBRE MIG100572","1979-10-23",35,4,"2005-10-23",9,53,2,"MEDIO"
965,"MIG100571","PRUEBAAPELLIDO MIG100571, PRUEBANOMBRE MIG100571","1965-10-23",49,3,"1989-10-23",25,161,2,"MEDIO"
964,"MIG100570","PRUEBAAPELLIDO MIG100570, PRUEBANOMBRE MIG100570","1974-10-23",40,3,"2000-10-23",14,70,1,"BASICO"
963,"MIG100569","PRUEBAAPELLIDO MIG100569, PRUEBANOMBRE MIG100569","1980-10-23",34,2,"2005-10-23",9,41,1,"BASICO"
962,"MIG100568","PRUEBAAPELLIDO MIG100568, PRUEBANOMBRE MIG100568","1980-10-23",34,3,"2006-10-23",8,28,1,"BASICO"
961,"MIG100567","PRUEBAAPELLIDO MIG100567, PRUEBANOMBRE MIG100567","1961-10-23",53,3,"1986-10-23",28,175,3,"ALTO"
960,"MIG100566","PRUEBAAPELLIDO MIG100566, PRUEBANOMBRE MIG100566","1959-10-23",55,3,"1985-10-23",29,79,1,"BASICO"
959,"MIG100565","PRUEBAAPELLIDO MIG100565, PRUEBANOMBRE MIG100565","1981-10-23",33,1,"2007-10-23",7,32,3,"ALTO"
958,"MIG100564","PRUEBAAPELLIDO MIG100564, PRUEBANOMBRE MIG100564","1963-10-23",51,4,"1987-10-23",27,12,1,"BASICO"
957,"MIG100563","PRUEBAAPELLIDO MIG100563, PRUEBANOMBRE MIG100563","1986-10-23",28,1,"2011-10-23",3,85,2,"MEDIO"
956,"MIG100562","PRUEBAAPELLIDO MIG100562, PRUEBANOMBRE MIG100562","1951-10-23",63,4,"1981-10-23",33,41,3,"ALTO"
955,"MIG100561","PRUEBAAPELLIDO MIG100561, PRUEBANOMBRE MIG100561","1971-10-23",43,1,"1996-10-23",18,59,3,"ALTO"
954,"MIG100560","PRUEBAAPELLIDO MIG100560, PRUEBANOMBRE MIG100560","1965-10-23",49,4,"1989-10-23",25,24,1,"BASICO"
953,"MIG100559","PRUEBAAPELLIDO MIG100559, PRUEBANOMBRE MIG100559","1984-10-23",30,4,"2009-10-23",5,38,2,"MEDIO"
952,"MIG100558","PRUEBAAPELLIDO MIG100558, PRUEBANOMBRE MIG100558","1975-10-23",39,2,"1999-10-23",15,118,1,"BASICO"
951,"MIG100557","PRUEBAAPELLIDO MIG100557, PRUEBANOMBRE MIG100557","1954-10-23",60,3,"1980-10-23",34,21,3,"ALTO"
950,"MIG100556","PRUEBAAPELLIDO MIG100556, PRUEBANOMBRE MIG100556","1980-10-23",34,4,"2006-10-23",8,35,1,"BASICO"
949,"MIG100555","PRUEBAAPELLIDO MIG100555, PRUEBANOMBRE MIG100555","1986-10-23",28,2,"2012-10-23",2,149,1,"BASICO"
948,"MIG100554","PRUEBAAPELLIDO MIG100554, PRUEBANOMBRE MIG100554","1962-10-23",52,2,"1986-10-23",28,101,1,"BASICO"
947,"MIG100553","PRUEBAAPELLIDO MIG100553, PRUEBANOMBRE MIG100553","1986-10-23",28,4,"2011-10-23",3,52,1,"BASICO"
946,"MIG100552","PRUEBAAPELLIDO MIG100552, PRUEBANOMBRE MIG100552","1955-10-23",59,1,"1980-10-23",34,14,1,"BASICO"
945,"MIG100551","PRUEBAAPELLIDO MIG100551, PRUEBANOMBRE MIG100551","1954-10-23",60,3,"1980-10-23",34,54,2,"MEDIO"
944,"MIG100550","PRUEBAAPELLIDO MIG100550, PRUEBANOMBRE MIG100550","1953-10-23",61,3,"1978-10-23",36,35,2,"MEDIO"
943,"MIG100549","PRUEBAAPELLIDO MIG100549, PRUEBANOMBRE MIG100549","1965-10-23",49,1,"1991-10-23",23,61,3,"ALTO"
942,"MIG100548","PRUEBAAPELLIDO MIG100548, PRUEBANOMBRE MIG100548","1970-10-23",44,3,"2000-10-23",14,44,3,"ALTO"
941,"MIG100547","PRUEBAAPELLIDO MIG100547, PRUEBANOMBRE MIG100547","1987-10-23",27,3,"2012-10-23",2,68,3,"ALTO"
940,"MIG100546","PRUEBAAPELLIDO MIG100546, PRUEBANOMBRE MIG100546","1971-10-23",43,4,"1995-10-23",19,28,1,"BASICO"
939,"MIG100545","PRUEBAAPELLIDO MIG100545, PRUEBANOMBRE MIG100545","1979-10-23",35,2,"2004-10-23",10,164,1,"BASICO"
938,"MIG100544","PRUEBAAPELLIDO MIG100544, PRUEBANOMBRE MIG100544","1951-10-23",63,3,"1976-10-23",38,54,1,"BASICO"
937,"MIG100543","PRUEBAAPELLIDO MIG100543, PRUEBANOMBRE MIG100543","1974-10-23",40,3,"2000-10-23",14,81,1,"BASICO"
936,"MIG100542","PRUEBAAPELLIDO MIG100542, PRUEBANOMBRE MIG100542","1984-10-23",30,2,"2008-10-23",6,141,1,"BASICO"
935,"MIG100541","PRUEBAAPELLIDO MIG100541, PRUEBANOMBRE MIG100541","1989-10-23",25,4,"2014-10-23",0,109,3,"ALTO"
934,"MIG100540","PRUEBAAPELLIDO MIG100540, PRUEBANOMBRE MIG100540","1957-10-23",57,1,"1982-10-23",32,21,3,"ALTO"
933,"MIG100539","PRUEBAAPELLIDO MIG100539, PRUEBANOMBRE MIG100539","1983-10-23",31,1,"2009-10-23",5,11,2,"MEDIO"
932,"MIG100538","PRUEBAAPELLIDO MIG100538, PRUEBANOMBRE MIG100538","1970-10-23",44,1,"1994-10-23",20,131,3,"ALTO"
931,"MIG100537","PRUEBAAPELLIDO MIG100537, PRUEBANOMBRE MIG100537","1989-10-23",25,3,"2014-10-23",0,43,2,"MEDIO"
930,"MIG100536","PRUEBAAPELLIDO MIG100536, PRUEBANOMBRE MIG100536","1963-10-23",51,1,"1989-10-23",25,132,1,"BASICO"
929,"MIG100535","PRUEBAAPELLIDO MIG100535, PRUEBANOMBRE MIG100535","1961-10-23",53,2,"1986-10-23",28,41,3,"ALTO"
928,"MIG100534","PRUEBAAPELLIDO MIG100534, PRUEBANOMBRE MIG100534","1987-10-23",27,1,"2012-10-23",2,101,1,"BASICO"
927,"MIG100533","PRUEBAAPELLIDO MIG100533, PRUEBANOMBRE MIG100533","1952-10-23",62,2,"1977-10-23",37,39,1,"BASICO"
926,"MIG100532","PRUEBAAPELLIDO MIG100532, PRUEBANOMBRE MIG100532","1982-10-23",32,4,"2008-10-23",6,50,3,"ALTO"
925,"MIG100531","PRUEBAAPELLIDO MIG100531, PRUEBANOMBRE MIG100531","1960-10-23",54,2,"1984-10-23",30,21,1,"BASICO"
924,"MIG100530","PRUEBAAPELLIDO MIG100530, PRUEBANOMBRE MIG100530","1975-10-23",39,1,"1999-10-23",15,82,2,"MEDIO"
923,"MIG100529","PRUEBAAPELLIDO MIG100529, PRUEBANOMBRE MIG100529","1950-10-23",64,4,"1975-10-23",39,122,1,"BASICO"
922,"MIG100528","PRUEBAAPELLIDO MIG100528, PRUEBANOMBRE MIG100528","1981-10-23",33,2,"2006-10-23",8,65,1,"BASICO"
921,"MIG100527","PRUEBAAPELLIDO MIG100527, PRUEBANOMBRE MIG100527","1988-10-23",26,1,"2012-10-23",2,205,1,"BASICO"
920,"MIG100526","PRUEBAAPELLIDO MIG100526, PRUEBANOMBRE MIG100526","1950-10-23",64,2,"1976-10-23",38,79,1,"BASICO"
919,"MIG100525","PRUEBAAPELLIDO MIG100525, PRUEBANOMBRE MIG100525","1990-10-23",24,4,"2014-10-23",0,75,1,"BASICO"
918,"MIG100524","PRUEBAAPELLIDO MIG100524, PRUEBANOMBRE MIG100524","1958-10-23",56,4,"1983-10-23",31,39,1,"BASICO"
917,"MIG100523","PRUEBAAPELLIDO MIG100523, PRUEBANOMBRE MIG100523","1978-10-23",36,1,"2003-10-23",11,72,1,"BASICO"
916,"MIG100522","PRUEBAAPELLIDO MIG100522, PRUEBANOMBRE MIG100522","1966-10-23",48,4,"1990-10-23",24,75,2,"MEDIO"
915,"MIG100521","PRUEBAAPELLIDO MIG100521, PRUEBANOMBRE MIG100521","1953-10-23",61,4,"1977-10-23",37,54,2,"MEDIO"
914,"MIG100520","PRUEBAAPELLIDO MIG100520, PRUEBANOMBRE MIG100520","1980-10-23",34,1,"2005-10-23",9,48,3,"ALTO"
913,"MIG100519","PRUEBAAPELLIDO MIG100519, PRUEBANOMBRE MIG100519","1986-10-23",28,1,"2010-10-23",4,34,2,"MEDIO"
912,"MIG100518","PRUEBAAPELLIDO MIG100518, PRUEBANOMBRE MIG100518","1960-10-23",54,3,"1987-10-23",27,43,2,"MEDIO"
911,"MIG100517","PRUEBAAPELLIDO MIG100517, PRUEBANOMBRE MIG100517","1961-10-23",53,3,"1987-10-23",27,81,2,"MEDIO"
910,"MIG100516","PRUEBAAPELLIDO MIG100516, PRUEBANOMBRE MIG100516","1973-10-23",41,1,"1998-10-23",16,113,3,"ALTO"
909,"MIG100515","PRUEBAAPELLIDO MIG100515, PRUEBANOMBRE MIG100515","1987-10-23",27,3,"2013-10-23",1,74,3,"ALTO"
908,"MIG100514","PRUEBAAPELLIDO MIG100514, PRUEBANOMBRE MIG100514","1984-10-23",30,1,"2008-10-23",6,48,3,"ALTO"
907,"MIG100513","PRUEBAAPELLIDO MIG100513, PRUEBANOMBRE MIG100513","1975-10-23",39,3,"2000-10-23",14,54,1,"BASICO"
906,"MIG100512","PRUEBAAPELLIDO MIG100512, PRUEBANOMBRE MIG100512","1983-10-23",31,4,"2009-10-23",5,82,2,"MEDIO"
905,"MIG100511","PRUEBAAPELLIDO MIG100511, PRUEBANOMBRE MIG100511","1963-10-23",51,1,"1988-10-23",26,62,2,"MEDIO"
904,"MIG100510","PRUEBAAPELLIDO MIG100510, PRUEBANOMBRE MIG100510","1962-10-23",52,2,"1986-10-23",28,118,1,"BASICO"
903,"MIG100509","PRUEBAAPELLIDO MIG100509, PRUEBANOMBRE MIG100509","1967-10-23",47,2,"1992-10-23",22,15,3,"ALTO"
902,"MIG100508","PRUEBAAPELLIDO MIG100508, PRUEBANOMBRE MIG100508","1950-10-23",64,3,"1974-10-23",40,32,3,"ALTO"
901,"MIG100507","PRUEBAAPELLIDO MIG100507, PRUEBANOMBRE MIG100507","1963-10-23",51,3,"1989-10-23",25,44,3,"ALTO"
900,"MIG100506","PRUEBAAPELLIDO MIG100506, PRUEBANOMBRE MIG100506","1978-10-23",36,3,"2002-10-23",12,69,2,"MEDIO"
899,"MIG100505","PRUEBAAPELLIDO MIG100505, PRUEBANOMBRE MIG100505","1974-10-23",40,3,"2004-10-23",10,44,3,"ALTO"
898,"MIG100504","PRUEBAAPELLIDO MIG100504, PRUEBANOMBRE MIG100504","1983-10-23",31,4,"2009-10-23",5,39,3,"ALTO"
897,"MIG100503","PRUEBAAPELLIDO MIG100503, PRUEBANOMBRE MIG100503","1970-10-23",44,1,"1995-10-23",19,70,2,"MEDIO"
896,"MIG100502","PRUEBAAPELLIDO MIG100502, PRUEBANOMBRE MIG100502","1964-10-23",50,3,"1988-10-23",26,39,2,"MEDIO"
895,"MIG100501","PRUEBAAPELLIDO MIG100501, PRUEBANOMBRE MIG100501","1955-10-23",59,2,"1981-10-23",33,34,1,"BASICO"
894,"MIG100500","PRUEBAAPELLIDO MIG100500, PRUEBANOMBRE MIG100500","1964-10-23",50,3,"1989-10-23",25,42,2,"MEDIO"
893,"MIG100499","PRUEBAAPELLIDO MIG100499, PRUEBANOMBRE MIG100499","1982-10-23",32,1,"2006-10-23",8,43,3,"ALTO"
892,"MIG100498","PRUEBAAPELLIDO MIG100498, PRUEBANOMBRE MIG100498","1966-10-23",48,4,"1992-10-23",22,94,3,"ALTO"
891,"MIG100497","PRUEBAAPELLIDO MIG100497, PRUEBANOMBRE MIG100497","1964-10-23",50,2,"1990-10-23",24,83,3,"ALTO"
890,"MIG100496","PRUEBAAPELLIDO MIG100496, PRUEBANOMBRE MIG100496","1989-10-23",25,4,"2014-10-23",0,44,2,"MEDIO"
889,"MIG100495","PRUEBAAPELLIDO MIG100495, PRUEBANOMBRE MIG100495","1973-10-23",41,2,"1997-10-23",17,160,1,"BASICO"
888,"MIG100494","PRUEBAAPELLIDO MIG100494, PRUEBANOMBRE MIG100494","1964-10-23",50,1,"1990-10-23",24,173,1,"BASICO"
887,"MIG100493","PRUEBAAPELLIDO MIG100493, PRUEBANOMBRE MIG100493","1954-10-23",60,4,"1978-10-23",36,38,1,"BASICO"
886,"MIG100492","PRUEBAAPELLIDO MIG100492, PRUEBANOMBRE MIG100492","1972-10-23",42,4,"1996-10-23",18,34,1,"BASICO"
885,"MIG100491","PRUEBAAPELLIDO MIG100491, PRUEBANOMBRE MIG100491","1980-10-23",34,2,"2004-10-23",10,90,1,"BASICO"
884,"MIG100490","PRUEBAAPELLIDO MIG100490, PRUEBANOMBRE MIG100490","1961-10-23",53,2,"1986-10-23",28,43,3,"ALTO"
883,"MIG100489","PRUEBAAPELLIDO MIG100489, PRUEBANOMBRE MIG100489","1977-10-23",37,3,"2001-10-23",13,43,1,"BASICO"
882,"MIG100488","PRUEBAAPELLIDO MIG100488, PRUEBANOMBRE MIG100488","1975-10-23",39,4,"2001-10-23",13,88,2,"MEDIO"
881,"MIG100487","PRUEBAAPELLIDO MIG100487, PRUEBANOMBRE MIG100487","1959-10-23",55,2,"1984-10-23",30,84,1,"BASICO"
880,"MIG100486","PRUEBAAPELLIDO MIG100486, PRUEBANOMBRE MIG100486","1954-10-23",60,1,"1980-10-23",34,15,2,"MEDIO"
879,"MIG100485","PRUEBAAPELLIDO MIG100485, PRUEBANOMBRE MIG100485","1989-10-23",25,2,"2013-10-23",1,113,1,"BASICO"
878,"MIG100484","PRUEBAAPELLIDO MIG100484, PRUEBANOMBRE MIG100484","1985-10-23",29,3,"2009-10-23",5,30,2,"MEDIO"
877,"MIG100483","PRUEBAAPELLIDO MIG100483, PRUEBANOMBRE MIG100483","1958-10-23",56,1,"1982-10-23",32,173,2,"MEDIO"
876,"MIG100482","PRUEBAAPELLIDO MIG100482, PRUEBANOMBRE MIG100482","1981-10-23",33,1,"2005-10-23",9,53,1,"BASICO"
875,"MIG100481","PRUEBAAPELLIDO MIG100481, PRUEBANOMBRE MIG100481","1960-10-23",54,3,"1985-10-23",29,68,3,"ALTO"
874,"MIG100480","PRUEBAAPELLIDO MIG100480, PRUEBANOMBRE MIG100480","1954-10-23",60,2,"1978-10-23",36,132,1,"BASICO"
873,"MIG100479","PRUEBAAPELLIDO MIG100479, PRUEBANOMBRE MIG100479","1970-10-23",44,2,"1994-10-23",20,150,1,"BASICO"
872,"MIG100478","PRUEBAAPELLIDO MIG100478, PRUEBANOMBRE MIG100478","1950-10-23",64,4,"1975-10-23",39,24,2,"MEDIO"
871,"MIG100477","PRUEBAAPELLIDO MIG100477, PRUEBANOMBRE MIG100477","1954-10-23",60,1,"1980-10-23",34,53,2,"MEDIO"
870,"MIG100476","PRUEBAAPELLIDO MIG100476, PRUEBANOMBRE MIG100476","1971-10-23",43,3,"1995-10-23",19,152,2,"MEDIO"
869,"MIG100475","PRUEBAAPELLIDO MIG100475, PRUEBANOMBRE MIG100475","1954-10-23",60,2,"1980-10-23",34,114,1,"BASICO"
868,"MIG100474","PRUEBAAPELLIDO MIG100474, PRUEBANOMBRE MIG100474","1950-10-23",64,1,"1975-10-23",39,182,2,"MEDIO"
867,"MIG100473","PRUEBAAPELLIDO MIG100473, PRUEBANOMBRE MIG100473","1971-10-23",43,4,"1995-10-23",19,31,1,"BASICO"
866,"MIG100472","PRUEBAAPELLIDO MIG100472, PRUEBANOMBRE MIG100472","1964-10-23",50,4,"1990-10-23",24,30,1,"BASICO"
865,"MIG100471","PRUEBAAPELLIDO MIG100471, PRUEBANOMBRE MIG100471","1982-10-23",32,4,"2008-10-23",6,84,2,"MEDIO"
864,"MIG100470","PRUEBAAPELLIDO MIG100470, PRUEBANOMBRE MIG100470","1966-10-23",48,2,"1991-10-23",23,10,3,"ALTO"
863,"MIG100469","PRUEBAAPELLIDO MIG100469, PRUEBANOMBRE MIG100469","1980-10-23",34,1,"2004-10-23",10,21,3,"ALTO"
862,"MIG100468","PRUEBAAPELLIDO MIG100468, PRUEBANOMBRE MIG100468","1969-10-23",45,1,"1994-10-23",20,39,1,"BASICO"
861,"MIG100467","PRUEBAAPELLIDO MIG100467, PRUEBANOMBRE MIG100467","1989-10-23",25,2,"2014-10-23",0,13,3,"ALTO"
860,"MIG100466","PRUEBAAPELLIDO MIG100466, PRUEBANOMBRE MIG100466","1948-10-23",66,1,"1972-10-23",42,35,2,"MEDIO"
859,"MIG100465","PRUEBAAPELLIDO MIG100465, PRUEBANOMBRE MIG100465","1971-10-23",43,4,"1995-10-23",19,83,3,"ALTO"
858,"MIG100464","PRUEBAAPELLIDO MIG100464, PRUEBANOMBRE MIG100464","1966-10-23",48,2,"1992-10-23",22,149,2,"MEDIO"
857,"MIG100463","PRUEBAAPELLIDO MIG100463, PRUEBANOMBRE MIG100463","1985-10-23",29,3,"2010-10-23",4,183,3,"ALTO"
856,"MIG100462","PRUEBAAPELLIDO MIG100462, PRUEBANOMBRE MIG100462","1959-10-23",55,2,"1984-10-23",30,81,1,"BASICO"
855,"MIG100461","PRUEBAAPELLIDO MIG100461, PRUEBANOMBRE MIG100461","1954-10-23",60,2,"1978-10-23",36,141,1,"BASICO"
854,"MIG100460","PRUEBAAPELLIDO MIG100460, PRUEBANOMBRE MIG100460","1979-10-23",35,2,"2004-10-23",10,200,1,"BASICO"
853,"MIG100459","PRUEBAAPELLIDO MIG100459, PRUEBANOMBRE MIG100459","1966-10-23",48,1,"1990-10-23",24,20,1,"BASICO"
852,"MIG100458","PRUEBAAPELLIDO MIG100458, PRUEBANOMBRE MIG100458","1985-10-23",29,3,"2011-10-23",3,69,3,"ALTO"
851,"MIG100457","PRUEBAAPELLIDO MIG100457, PRUEBANOMBRE MIG100457","1950-10-23",64,3,"1975-10-23",39,42,2,"MEDIO"
850,"MIG100456","PRUEBAAPELLIDO MIG100456, PRUEBANOMBRE MIG100456","1984-10-23",30,4,"2010-10-23",4,60,2,"MEDIO"
849,"MIG100455","PRUEBAAPELLIDO MIG100455, PRUEBANOMBRE MIG100455","1964-10-23",50,3,"1990-10-23",24,29,3,"ALTO"
848,"MIG100454","PRUEBAAPELLIDO MIG100454, PRUEBANOMBRE MIG100454","1960-10-23",54,4,"1986-10-23",28,53,2,"MEDIO"
847,"MIG100453","PRUEBAAPELLIDO MIG100453, PRUEBANOMBRE MIG100453","1975-10-23",39,3,"2001-10-23",13,21,2,"MEDIO"
846,"MIG100452","PRUEBAAPELLIDO MIG100452, PRUEBANOMBRE MIG100452","1986-10-23",28,2,"2014-10-23",0,48,3,"ALTO"
845,"MIG100451","PRUEBAAPELLIDO MIG100451, PRUEBANOMBRE MIG100451","1963-10-23",51,1,"1989-10-23",25,69,1,"BASICO"
844,"MIG100450","PRUEBAAPELLIDO MIG100450, PRUEBANOMBRE MIG100450","1953-10-23",61,3,"1977-10-23",37,60,3,"ALTO"
843,"MIG100449","PRUEBAAPELLIDO MIG100449, PRUEBANOMBRE MIG100449","1983-10-23",31,4,"2010-10-23",4,60,2,"MEDIO"
842,"MIG100448","PRUEBAAPELLIDO MIG100448, PRUEBANOMBRE MIG100448","1965-10-23",49,1,"1991-10-23",23,71,3,"ALTO"
841,"MIG100447","PRUEBAAPELLIDO MIG100447, PRUEBANOMBRE MIG100447","1967-10-23",47,1,"1991-10-23",23,22,1,"BASICO"
840,"MIG100446","PRUEBAAPELLIDO MIG100446, PRUEBANOMBRE MIG100446","1956-10-23",58,3,"1982-10-23",32,65,3,"ALTO"
839,"MIG100445","PRUEBAAPELLIDO MIG100445, PRUEBANOMBRE MIG100445","1950-10-23",64,2,"1974-10-23",40,91,3,"ALTO"
838,"MIG100444","PRUEBAAPELLIDO MIG100444, PRUEBANOMBRE MIG100444","1966-10-23",48,1,"1990-10-23",24,29,1,"BASICO"
837,"MIG100443","PRUEBAAPELLIDO MIG100443, PRUEBANOMBRE MIG100443","1956-10-23",58,1,"1986-10-23",28,122,3,"ALTO"
836,"MIG100442","PRUEBAAPELLIDO MIG100442, PRUEBANOMBRE MIG100442","1962-10-23",52,1,"1987-10-23",27,43,2,"MEDIO"
835,"MIG100441","PRUEBAAPELLIDO MIG100441, PRUEBANOMBRE MIG100441","1950-10-23",64,2,"1975-10-23",39,59,1,"BASICO"
834,"MIG100440","PRUEBAAPELLIDO MIG100440, PRUEBANOMBRE MIG100440","1967-10-23",47,4,"1991-10-23",23,29,1,"BASICO"
833,"MIG100439","PRUEBAAPELLIDO MIG100439, PRUEBANOMBRE MIG100439","1956-10-23",58,2,"1982-10-23",32,113,2,"MEDIO"
832,"MIG100438","PRUEBAAPELLIDO MIG100438, PRUEBANOMBRE MIG100438","1978-10-23",36,4,"2005-10-23",9,31,2,"MEDIO"
831,"MIG100437","PRUEBAAPELLIDO MIG100437, PRUEBANOMBRE MIG100437","1953-10-23",61,3,"1979-10-23",35,50,3,"ALTO"
830,"MIG100436","PRUEBAAPELLIDO MIG100436, PRUEBANOMBRE MIG100436","1962-10-23",52,3,"1988-10-23",26,80,1,"BASICO"
829,"MIG100435","PRUEBAAPELLIDO MIG100435, PRUEBANOMBRE MIG100435","1984-10-23",30,1,"2008-10-23",6,45,2,"MEDIO"
828,"MIG100434","PRUEBAAPELLIDO MIG100434, PRUEBANOMBRE MIG100434","1962-10-23",52,4,"1986-10-23",28,31,1,"BASICO"
827,"MIG100433","PRUEBAAPELLIDO MIG100433, PRUEBANOMBRE MIG100433","1971-10-23",43,1,"1997-10-23",17,91,1,"BASICO"
826,"MIG100432","PRUEBAAPELLIDO MIG100432, PRUEBANOMBRE MIG100432","1975-10-23",39,3,"2001-10-23",13,75,1,"BASICO"
825,"MIG100431","PRUEBAAPELLIDO MIG100431, PRUEBANOMBRE MIG100431","1963-10-23",51,1,"1988-10-23",26,113,3,"ALTO"
