"IDE_CLIENTE";"IDE_CLIENTE_NIF";"DES_CLIENTE";"NUM_EDAD";"NUM_TAMANO_FAMILIAR";"NUM_ANOS_EXPERIENCIA";"NUM_INGRESOS_ANO";"IDE_NIVEL_EDUCACION"
1731;"MIG101337";"PRUEBAAPELLIDO MIG101337, PRUEBANOMBRE MIG101337";36;1;12;42000;1
1730;"MIG101336";"PRUEBAAPELLIDO MIG101336, PRUEBANOMBRE MIG101336";50;1;24;180000;1
1729;"MIG101335";"PRUEBAAPELLIDO MIG101335, PRUEBANOMBRE MIG101335";47;2;22;35000;1
1728;"MIG101334";"PRUEBAAPELLIDO MIG101334, PRUEBANOMBRE MIG101334";62;4;38;99000;2
1727;"MIG101333";"PRUEBAAPELLIDO MIG101333, PRUEBANOMBRE MIG101333";31;1;5;21000;2
1726;"MIG101332";"PRUEBAAPELLIDO MIG101332, PRUEBANOMBRE MIG101332";31;1;7;84000;1
1725;"MIG101331";"PRUEBAAPELLIDO MIG101331, PRUEBANOMBRE MIG101331";34;2;9;64000;1
1724;"MIG101330";"PRUEBAAPELLIDO MIG101330, PRUEBANOMBRE MIG101330";28;3;4;32000;2
1723;"MIG101329";"PRUEBAAPELLIDO MIG101329, PRUEBANOMBRE MIG101329";60;4;36;145000;1
1722;"MIG101328";"PRUEBAAPELLIDO MIG101328, PRUEBANOMBRE MIG101328";61;2;35;30000;3
1721;"MIG101327";"PRUEBAAPELLIDO MIG101327, PRUEBANOMBRE MIG101327";32;4;5;63000;2
1720;"MIG101326";"PRUEBAAPELLIDO MIG101326, PRUEBANOMBRE MIG101326";50;1;24;79000;1
1719;"MIG101325";"PRUEBAAPELLIDO MIG101325, PRUEBANOMBRE MIG101325";52;1;28;15000;1
1718;"MIG101324";"PRUEBAAPELLIDO MIG101324, PRUEBANOMBRE MIG101324";52;3;26;45000;2
1717;"MIG101323";"PRUEBAAPELLIDO MIG101323, PRUEBANOMBRE MIG101323";32;2;5;48000;2
1716;"MIG101322";"PRUEBAAPELLIDO MIG101322, PRUEBANOMBRE MIG101322";27;1;3;123000;1
1715;"MIG101321";"PRUEBAAPELLIDO MIG101321, PRUEBANOMBRE MIG101321";31;1;7;192000;2
1714;"MIG101320";"PRUEBAAPELLIDO MIG101320, PRUEBANOMBRE MIG101320";32;2;6;35000;1
1713;"MIG101319";"PRUEBAAPELLIDO MIG101319, PRUEBANOMBRE MIG101319";52;1;26;178000;1
1712;"MIG101318";"PRUEBAAPELLIDO MIG101318, PRUEBANOMBRE MIG101318";55;2;30;40000;3
1711;"MIG101317";"PRUEBAAPELLIDO MIG101317, PRUEBANOMBRE MIG101317";28;2;3;51000;3
1710;"MIG101316";"PRUEBAAPELLIDO MIG101316, PRUEBANOMBRE MIG101316";49;2;25;53000;3
1709;"MIG101315";"PRUEBAAPELLIDO MIG101315, PRUEBANOMBRE MIG101315";32;4;6;73000;2
1708;"MIG101314";"PRUEBAAPELLIDO MIG101314, PRUEBANOMBRE MIG101314";52;4;27;78000;3
1707;"MIG101313";"PRUEBAAPELLIDO MIG101313, PRUEBANOMBRE MIG101313";46;1;21;42000;1
1706;"MIG101312";"PRUEBAAPELLIDO MIG101312, PRUEBANOMBRE MIG101312";37;2;11;35000;3
1705;"MIG101311";"PRUEBAAPELLIDO MIG101311, PRUEBANOMBRE MIG101311";62;3;36;21000;3
1704;"MIG101310";"PRUEBAAPELLIDO MIG101310, PRUEBANOMBRE MIG101310";38;4;14;71000;3
1703;"MIG101309";"PRUEBAAPELLIDO MIG101309, PRUEBANOMBRE MIG101309";54;3;24;50000;3
1702;"MIG101308";"PRUEBAAPELLIDO MIG101308, PRUEBANOMBRE MIG101308";26;1;2;195000;1
1701;"MIG101307";"PRUEBAAPELLIDO MIG101307, PRUEBANOMBRE MIG101307";34;4;9;31000;3
1700;"MIG101306";"PRUEBAAPELLIDO MIG101306, PRUEBANOMBRE MIG101306";32;2;6;28000;2
1699;"MIG101305";"PRUEBAAPELLIDO MIG101305, PRUEBANOMBRE MIG101305";51;1;26;145000;1
1698;"MIG101304";"PRUEBAAPELLIDO MIG101304, PRUEBANOMBRE MIG101304";29;2;5;112000;2
1697;"MIG101303";"PRUEBAAPELLIDO MIG101303, PRUEBANOMBRE MIG101303";42;3;16;38000;3
1696;"MIG101302";"PRUEBAAPELLIDO MIG101302, PRUEBANOMBRE MIG101302";41;1;17;153000;1
1695;"MIG101301";"PRUEBAAPELLIDO MIG101301, PRUEBANOMBRE MIG101301";61;2;36;23000;2
1694;"MIG101300";"PRUEBAAPELLIDO MIG101300, PRUEBANOMBRE MIG101300";50;2;25;14000;3
1693;"MIG101299";"PRUEBAAPELLIDO MIG101299, PRUEBANOMBRE MIG101299";38;1;14;74000;2
1692;"MIG101298";"PRUEBAAPELLIDO MIG101298, PRUEBANOMBRE MIG101298";61;4;35;90000;2
1691;"MIG101297";"PRUEBAAPELLIDO MIG101297, PRUEBANOMBRE MIG101297";30;3;6;80000;1
1690;"MIG101296";"PRUEBAAPELLIDO MIG101296, PRUEBANOMBRE MIG101296";42;1;17;28000;3
1689;"MIG101295";"PRUEBAAPELLIDO MIG101295, PRUEBANOMBRE MIG101295";34;1;10;71000;1
1688;"MIG101294";"PRUEBAAPELLIDO MIG101294, PRUEBANOMBRE MIG101294";56;2;31;81000;1
1687;"MIG101293";"PRUEBAAPELLIDO MIG101293, PRUEBANOMBRE MIG101293";56;4;30;164000;2
1686;"MIG101292";"PRUEBAAPELLIDO MIG101292, PRUEBANOMBRE MIG101292";58;4;34;44000;1
1685;"MIG101291";"PRUEBAAPELLIDO MIG101291, PRUEBANOMBRE MIG101291";62;4;38;100000;2
1684;"MIG101290";"PRUEBAAPELLIDO MIG101290, PRUEBANOMBRE MIG101290";46;4;21;82000;1
1683;"MIG101289";"PRUEBAAPELLIDO MIG101289, PRUEBANOMBRE MIG101289";63;1;38;129000;1
1682;"MIG101288";"PRUEBAAPELLIDO MIG101288, PRUEBANOMBRE MIG101288";42;4;18;54000;2
1681;"MIG101287";"PRUEBAAPELLIDO MIG101287, PRUEBANOMBRE MIG101287";29;3;3;50000;2
1680;"MIG101286";"PRUEBAAPELLIDO MIG101286, PRUEBANOMBRE MIG101286";38;4;13;113000;2
1679;"MIG101285";"PRUEBAAPELLIDO MIG101285, PRUEBANOMBRE MIG101285";65;1;40;128000;1
1678;"MIG101284";"PRUEBAAPELLIDO MIG101284, PRUEBANOMBRE MIG101284";30;4;6;64000;1
1677;"MIG101283";"PRUEBAAPELLIDO MIG101283, PRUEBANOMBRE MIG101283";51;1;26;55000;2
1676;"MIG101282";"PRUEBAAPELLIDO MIG101282, PRUEBANOMBRE MIG101282";39;3;15;52000;1
1675;"MIG101281";"PRUEBAAPELLIDO MIG101281, PRUEBANOMBRE MIG101281";65;3;40;98000;2
1674;"MIG101280";"PRUEBAAPELLIDO MIG101280, PRUEBANOMBRE MIG101280";48;2;22;84000;3
1673;"MIG101279";"PRUEBAAPELLIDO MIG101279, PRUEBANOMBRE MIG101279";36;1;10;74000;1
1672;"MIG101278";"PRUEBAAPELLIDO MIG101278, PRUEBANOMBRE MIG101278";45;2;20;194000;1
1671;"MIG101277";"PRUEBAAPELLIDO MIG101277, PRUEBANOMBRE MIG101277";42;2;16;20000;3
1670;"MIG101276";"PRUEBAAPELLIDO MIG101276, PRUEBANOMBRE MIG101276";27;2;2;92000;1
1669;"MIG101275";"PRUEBAAPELLIDO MIG101275, PRUEBANOMBRE MIG101275";62;4;37;61000;1
1668;"MIG101274";"PRUEBAAPELLIDO MIG101274, PRUEBANOMBRE MIG101274";60;3;35;130000;3
1667;"MIG101273";"PRUEBAAPELLIDO MIG101273, PRUEBANOMBRE MIG101273";64;3;39;83000;2
1666;"MIG101272";"PRUEBAAPELLIDO MIG101272, PRUEBANOMBRE MIG101272";28;3;4;94000;1
1665;"MIG101271";"PRUEBAAPELLIDO MIG101271, PRUEBANOMBRE MIG101271";43;2;18;60000;3
1664;"MIG101270";"PRUEBAAPELLIDO MIG101270, PRUEBANOMBRE MIG101270";36;4;11;14000;3
1663;"MIG101269";"PRUEBAAPELLIDO MIG101269, PRUEBANOMBRE MIG101269";34;3;9;62000;1
1662;"MIG101268";"PRUEBAAPELLIDO MIG101268, PRUEBANOMBRE MIG101268";50;2;23;23000;2
1661;"MIG101267";"PRUEBAAPELLIDO MIG101267, PRUEBANOMBRE MIG101267";64;1;39;113000;3
1660;"MIG101266";"PRUEBAAPELLIDO MIG101266, PRUEBANOMBRE MIG101266";32;2;2;71000;3
1659;"MIG101265";"PRUEBAAPELLIDO MIG101265, PRUEBANOMBRE MIG101265";58;2;33;138000;1
1658;"MIG101264";"PRUEBAAPELLIDO MIG101264, PRUEBANOMBRE MIG101264";35;4;5;85000;3
1657;"MIG101263";"PRUEBAAPELLIDO MIG101263, PRUEBANOMBRE MIG101263";26;2;1;53000;3
1656;"MIG101262";"PRUEBAAPELLIDO MIG101262, PRUEBANOMBRE MIG101262";63;1;39;84000;3
1655;"MIG101261";"PRUEBAAPELLIDO MIG101261, PRUEBANOMBRE MIG101261";57;3;31;40000;3
1654;"MIG101260";"PRUEBAAPELLIDO MIG101260, PRUEBANOMBRE MIG101260";52;4;27;35000;2
1653;"MIG101259";"PRUEBAAPELLIDO MIG101259, PRUEBANOMBRE MIG101259";34;1;8;31000;1
1652;"MIG101258";"PRUEBAAPELLIDO MIG101258, PRUEBANOMBRE MIG101258";63;1;37;41000;3
1651;"MIG101257";"PRUEBAAPELLIDO MIG101257, PRUEBANOMBRE MIG101257";31;1;7;20000;3
1650;"MIG101256";"PRUEBAAPELLIDO MIG101256, PRUEBANOMBRE MIG101256";27;2;1;80000;3
1649;"MIG101255";"PRUEBAAPELLIDO MIG101255, PRUEBANOMBRE MIG101255";36;2;12;40000;3
1648;"MIG101254";"PRUEBAAPELLIDO MIG101254, PRUEBANOMBRE MIG101254";57;4;33;45000;1
1647;"MIG101253";"PRUEBAAPELLIDO MIG101253, PRUEBANOMBRE MIG101253";42;4;17;93000;3
1646;"MIG101252";"PRUEBAAPELLIDO MIG101252, PRUEBANOMBRE MIG101252";39;2;13;31000;3
1645;"MIG101251";"PRUEBAAPELLIDO MIG101251, PRUEBANOMBRE MIG101251";47;1;20;81000;2
1644;"MIG101250";"PRUEBAAPELLIDO MIG101250, PRUEBANOMBRE MIG101250";51;1;27;80000;2
1643;"MIG101249";"PRUEBAAPELLIDO MIG101249, PRUEBANOMBRE MIG101249";44;4;19;35000;2
1642;"MIG101248";"PRUEBAAPELLIDO MIG101248, PRUEBANOMBRE MIG101248";52;2;28;39000;1
1641;"MIG101247";"PRUEBAAPELLIDO MIG101247, PRUEBANOMBRE MIG101247";48;1;22;59000;3
1640;"MIG101246";"PRUEBAAPELLIDO MIG101246, PRUEBANOMBRE MIG101246";46;1;21;41000;3
1639;"MIG101245";"PRUEBAAPELLIDO MIG101245, PRUEBANOMBRE MIG101245";33;3;8;130000;2
1638;"MIG101244";"PRUEBAAPELLIDO MIG101244, PRUEBANOMBRE MIG101244";34;1;10;110000;1
1637;"MIG101243";"PRUEBAAPELLIDO MIG101243, PRUEBANOMBRE MIG101243";29;4;4;44000;2
1636;"MIG101242";"PRUEBAAPELLIDO MIG101242, PRUEBANOMBRE MIG101242";64;1;38;39000;3
1635;"MIG101241";"PRUEBAAPELLIDO MIG101241, PRUEBANOMBRE MIG101241";52;4;27;15000;1
1634;"MIG101240";"PRUEBAAPELLIDO MIG101240, PRUEBANOMBRE MIG101240";51;2;26;12000;3
1633;"MIG101239";"PRUEBAAPELLIDO MIG101239, PRUEBANOMBRE MIG101239";28;2;2;63000;3
1632;"MIG101238";"PRUEBAAPELLIDO MIG101238, PRUEBANOMBRE MIG101238";38;1;13;169000;3
1631;"MIG101237";"PRUEBAAPELLIDO MIG101237, PRUEBANOMBRE MIG101237";31;4;6;81000;2
1630;"MIG101236";"PRUEBAAPELLIDO MIG101236, PRUEBANOMBRE MIG101236";54;4;28;60000;3
1629;"MIG101235";"PRUEBAAPELLIDO MIG101235, PRUEBANOMBRE MIG101235";44;3;18;33000;1
1628;"MIG101234";"PRUEBAAPELLIDO MIG101234, PRUEBANOMBRE MIG101234";53;2;29;22000;1
1627;"MIG101233";"PRUEBAAPELLIDO MIG101233, PRUEBANOMBRE MIG101233";43;4;19;84000;3
1626;"MIG101232";"PRUEBAAPELLIDO MIG101232, PRUEBANOMBRE MIG101232";66;1;41;144000;1
1625;"MIG101231";"PRUEBAAPELLIDO MIG101231, PRUEBANOMBRE MIG101231";27;4;1;25000;2
1624;"MIG101230";"PRUEBAAPELLIDO MIG101230, PRUEBANOMBRE MIG101230";56;3;32;80000;1
1623;"MIG101229";"PRUEBAAPELLIDO MIG101229, PRUEBANOMBRE MIG101229";56;1;30;45000;1
1622;"MIG101228";"PRUEBAAPELLIDO MIG101228, PRUEBANOMBRE MIG101228";39;3;13;30000;2
1621;"MIG101227";"PRUEBAAPELLIDO MIG101227, PRUEBANOMBRE MIG101227";60;2;36;14000;1
1620;"MIG101226";"PRUEBAAPELLIDO MIG101226, PRUEBANOMBRE MIG101226";30;2;6;118000;2
1619;"MIG101225";"PRUEBAAPELLIDO MIG101225, PRUEBANOMBRE MIG101225";59;1;35;45000;3
1618;"MIG101224";"PRUEBAAPELLIDO MIG101224, PRUEBANOMBRE MIG101224";45;1;19;11000;1
1617;"MIG101223";"PRUEBAAPELLIDO MIG101223, PRUEBANOMBRE MIG101223";61;3;37;20000;2
1616;"MIG101222";"PRUEBAAPELLIDO MIG101222, PRUEBANOMBRE MIG101222";30;2;5;121000;1
1615;"MIG101221";"PRUEBAAPELLIDO MIG101221, PRUEBANOMBRE MIG101221";41;2;17;165000;1
1614;"MIG101220";"PRUEBAAPELLIDO MIG101220, PRUEBANOMBRE MIG101220";45;3;18;80000;2
1613;"MIG101219";"PRUEBAAPELLIDO MIG101219, PRUEBANOMBRE MIG101219";62;2;36;98000;1
1612;"MIG101218";"PRUEBAAPELLIDO MIG101218, PRUEBANOMBRE MIG101218";44;1;20;122000;1
1611;"MIG101217";"PRUEBAAPELLIDO MIG101217, PRUEBANOMBRE MIG101217";50;1;25;84000;3
1610;"MIG101216";"PRUEBAAPELLIDO MIG101216, PRUEBANOMBRE MIG101216";45;4;20;38000;3
1609;"MIG101215";"PRUEBAAPELLIDO MIG101215, PRUEBANOMBRE MIG101215";61;4;36;15000;2
1608;"MIG101214";"PRUEBAAPELLIDO MIG101214, PRUEBANOMBRE MIG101214";27;4;2;78000;1
1607;"MIG101213";"PRUEBAAPELLIDO MIG101213, PRUEBANOMBRE MIG101213";34;4;8;44000;1
1606;"MIG101212";"PRUEBAAPELLIDO MIG101212, PRUEBANOMBRE MIG101212";61;1;36;131000;1
1605;"MIG101211";"PRUEBAAPELLIDO MIG101211, PRUEBANOMBRE MIG101211";50;4;24;84000;1
1604;"MIG101210";"PRUEBAAPELLIDO MIG101210, PRUEBANOMBRE MIG101210";46;3;21;52000;2
1603;"MIG101209";"PRUEBAAPELLIDO MIG101209, PRUEBANOMBRE MIG101209";50;1;26;48000;2
1602;"MIG101208";"PRUEBAAPELLIDO MIG101208, PRUEBANOMBRE MIG101208";38;4;12;43000;2
1601;"MIG101207";"PRUEBAAPELLIDO MIG101207, PRUEBANOMBRE MIG101207";63;4;37;165000;3
1600;"MIG101206";"PRUEBAAPELLIDO MIG101206, PRUEBANOMBRE MIG101206";32;2;7;94000;1
1599;"MIG101205";"PRUEBAAPELLIDO MIG101205, PRUEBANOMBRE MIG101205";26;4;1;190000;2
1598;"MIG101204";"PRUEBAAPELLIDO MIG101204, PRUEBANOMBRE MIG101204";62;3;37;50000;1
1597;"MIG101203";"PRUEBAAPELLIDO MIG101203, PRUEBANOMBRE MIG101203";35;4;11;24000;2
1596;"MIG101202";"PRUEBAAPELLIDO MIG101202, PRUEBANOMBRE MIG101202";35;4;8;38000;2
1595;"MIG101201";"PRUEBAAPELLIDO MIG101201, PRUEBANOMBRE MIG101201";36;4;12;22000;1
1594;"MIG101200";"PRUEBAAPELLIDO MIG101200, PRUEBANOMBRE MIG101200";29;2;4;62000;1
1593;"MIG101199";"PRUEBAAPELLIDO MIG101199, PRUEBANOMBRE MIG101199";40;2;14;42000;1
1592;"MIG101198";"PRUEBAAPELLIDO MIG101198, PRUEBANOMBRE MIG101198";48;1;23;8000;3
1591;"MIG101197";"PRUEBAAPELLIDO MIG101197, PRUEBANOMBRE MIG101197";37;2;13;71000;1
1590;"MIG101196";"PRUEBAAPELLIDO MIG101196, PRUEBANOMBRE MIG101196";32;2;7;123000;2
1589;"MIG101195";"PRUEBAAPELLIDO MIG101195, PRUEBANOMBRE MIG101195";29;4;3;41000;3
1588;"MIG101194";"PRUEBAAPELLIDO MIG101194, PRUEBANOMBRE MIG101194";58;3;32;81000;2
1587;"MIG101193";"PRUEBAAPELLIDO MIG101193, PRUEBANOMBRE MIG101193";45;1;20;138000;1
1586;"MIG101192";"PRUEBAAPELLIDO MIG101192, PRUEBANOMBRE MIG101192";29;1;5;128000;1
1585;"MIG101191";"PRUEBAAPELLIDO MIG101191, PRUEBANOMBRE MIG101191";39;2;15;168000;1
1584;"MIG101190";"PRUEBAAPELLIDO MIG101190, PRUEBANOMBRE MIG101190";42;2;17;115000;1
1583;"MIG101189";"PRUEBAAPELLIDO MIG101189, PRUEBANOMBRE MIG101189";45;2;19;58000;3
1582;"MIG101188";"PRUEBAAPELLIDO MIG101188, PRUEBANOMBRE MIG101188";61;1;36;24000;2
1581;"MIG101187";"PRUEBAAPELLIDO MIG101187, PRUEBANOMBRE MIG101187";62;4;38;43000;2
1580;"MIG101186";"PRUEBAAPELLIDO MIG101186, PRUEBANOMBRE MIG101186";43;3;19;31000;1
1579;"MIG101185";"PRUEBAAPELLIDO MIG101185, PRUEBANOMBRE MIG101185";34;4;9;71000;1
1578;"MIG101184";"PRUEBAAPELLIDO MIG101184, PRUEBANOMBRE MIG101184";50;3;25;35000;2
1577;"MIG101183";"PRUEBAAPELLIDO MIG101183, PRUEBANOMBRE MIG101183";28;4;2;19000;1
1576;"MIG101182";"PRUEBAAPELLIDO MIG101182, PRUEBANOMBRE MIG101182";25;4;0;65000;1
1575;"MIG101181";"PRUEBAAPELLIDO MIG101181, PRUEBANOMBRE MIG101181";42;1;17;90000;2
1574;"MIG101180";"PRUEBAAPELLIDO MIG101180, PRUEBANOMBRE MIG101180";36;3;11;98000;3
1573;"MIG101179";"PRUEBAAPELLIDO MIG101179, PRUEBANOMBRE MIG101179";33;1;7;14000;2
1572;"MIG101178";"PRUEBAAPELLIDO MIG101178, PRUEBANOMBRE MIG101178";28;1;3;71000;2
1571;"MIG101177";"PRUEBAAPELLIDO MIG101177, PRUEBANOMBRE MIG101177";29;4;3;103000;1
1570;"MIG101176";"PRUEBAAPELLIDO MIG101176, PRUEBANOMBRE MIG101176";29;1;4;58000;2
1569;"MIG101175";"PRUEBAAPELLIDO MIG101175, PRUEBANOMBRE MIG101175";36;4;10;42000;2
1568;"MIG101174";"PRUEBAAPELLIDO MIG101174, PRUEBANOMBRE MIG101174";24;2;0;35000;2
1567;"MIG101173";"PRUEBAAPELLIDO MIG101173, PRUEBANOMBRE MIG101173";49;3;24;45000;2
1566;"MIG101172";"PRUEBAAPELLIDO MIG101172, PRUEBANOMBRE MIG101172";64;1;40;43000;2
1565;"MIG101171";"PRUEBAAPELLIDO MIG101171, PRUEBANOMBRE MIG101171";35;3;10;104000;2
1564;"MIG101170";"PRUEBAAPELLIDO MIG101170, PRUEBANOMBRE MIG101170";40;1;16;32000;3
1563;"MIG101169";"PRUEBAAPELLIDO MIG101169, PRUEBANOMBRE MIG101169";62;1;37;38000;3
1562;"MIG101168";"PRUEBAAPELLIDO MIG101168, PRUEBANOMBRE MIG101168";37;2;12;190000;1
1561;"MIG101167";"PRUEBAAPELLIDO MIG101167, PRUEBANOMBRE MIG101167";30;4;5;112000;2
1560;"MIG101166";"PRUEBAAPELLIDO MIG101166, PRUEBANOMBRE MIG101166";43;1;19;113000;1
1559;"MIG101165";"PRUEBAAPELLIDO MIG101165, PRUEBANOMBRE MIG101165";41;3;17;94000;2
1558;"MIG101164";"PRUEBAAPELLIDO MIG101164, PRUEBANOMBRE MIG101164";34;2;9;138000;1
1557;"MIG101163";"PRUEBAAPELLIDO MIG101163, PRUEBANOMBRE MIG101163";38;2;14;112000;1
1556;"MIG101162";"PRUEBAAPELLIDO MIG101162, PRUEBANOMBRE MIG101162";36;3;11;181000;1
1555;"MIG101161";"PRUEBAAPELLIDO MIG101161, PRUEBANOMBRE MIG101161";28;1;1;40000;2
1554;"MIG101160";"PRUEBAAPELLIDO MIG101160, PRUEBANOMBRE MIG101160";50;4;26;23000;1
1553;"MIG101159";"PRUEBAAPELLIDO MIG101159, PRUEBANOMBRE MIG101159";41;1;16;99000;3
1552;"MIG101158";"PRUEBAAPELLIDO MIG101158, PRUEBANOMBRE MIG101158";48;1;23;132000;1
1551;"MIG101157";"PRUEBAAPELLIDO MIG101157, PRUEBANOMBRE MIG101157";49;4;25;13000;1
1550;"MIG101156";"PRUEBAAPELLIDO MIG101156, PRUEBANOMBRE MIG101156";41;2;16;81000;1
1549;"MIG101155";"PRUEBAAPELLIDO MIG101155, PRUEBANOMBRE MIG101155";59;1;35;42000;3
1548;"MIG101154";"PRUEBAAPELLIDO MIG101154, PRUEBANOMBRE MIG101154";55;4;30;55000;1
1547;"MIG101153";"PRUEBAAPELLIDO MIG101153, PRUEBANOMBRE MIG101153";63;2;37;21000;1
1546;"MIG101152";"PRUEBAAPELLIDO MIG101152, PRUEBANOMBRE MIG101152";49;2;23;12000;3
1545;"MIG101151";"PRUEBAAPELLIDO MIG101151, PRUEBANOMBRE MIG101151";55;3;31;81000;1
1544;"MIG101150";"PRUEBAAPELLIDO MIG101150, PRUEBANOMBRE MIG101150";56;1;32;158000;1
1543;"MIG101149";"PRUEBAAPELLIDO MIG101149, PRUEBANOMBRE MIG101149";41;1;15;108000;1
1542;"MIG101148";"PRUEBAAPELLIDO MIG101148, PRUEBANOMBRE MIG101148";37;1;13;111000;2
1541;"MIG101147";"PRUEBAAPELLIDO MIG101147, PRUEBANOMBRE MIG101147";31;1;7;71000;1
1540;"MIG101146";"PRUEBAAPELLIDO MIG101146, PRUEBANOMBRE MIG101146";32;2;6;99000;3
1539;"MIG101145";"PRUEBAAPELLIDO MIG101145, PRUEBANOMBRE MIG101145";49;1;24;91000;2
1538;"MIG101144";"PRUEBAAPELLIDO MIG101144, PRUEBANOMBRE MIG101144";33;1;7;120000;3
1537;"MIG101143";"PRUEBAAPELLIDO MIG101143, PRUEBANOMBRE MIG101143";44;4;20;75000;1
1536;"MIG101142";"PRUEBAAPELLIDO MIG101142, PRUEBANOMBRE MIG101142";32;3;7;143000;3
1535;"MIG101141";"PRUEBAAPELLIDO MIG101141, PRUEBANOMBRE MIG101141";32;4;6;13000;1
1534;"MIG101140";"PRUEBAAPELLIDO MIG101140, PRUEBANOMBRE MIG101140";55;3;28;38000;2
1533;"MIG101139";"PRUEBAAPELLIDO MIG101139, PRUEBANOMBRE MIG101139";30;4;6;83000;1
1532;"MIG101138";"PRUEBAAPELLIDO MIG101138, PRUEBANOMBRE MIG101138";51;4;26;134000;3
1531;"MIG101137";"PRUEBAAPELLIDO MIG101137, PRUEBANOMBRE MIG101137";47;1;21;65000;2
1530;"MIG101136";"PRUEBAAPELLIDO MIG101136, PRUEBANOMBRE MIG101136";57;1;33;9000;2
1529;"MIG101135";"PRUEBAAPELLIDO MIG101135, PRUEBANOMBRE MIG101135";39;1;14;42000;3
1528;"MIG101134";"PRUEBAAPELLIDO MIG101134, PRUEBANOMBRE MIG101134";31;1;4;28000;2
1527;"MIG101133";"PRUEBAAPELLIDO MIG101133, PRUEBANOMBRE MIG101133";34;3;9;55000;1
1526;"MIG101132";"PRUEBAAPELLIDO MIG101132, PRUEBANOMBRE MIG101132";57;2;27;90000;3
1525;"MIG101131";"PRUEBAAPELLIDO MIG101131, PRUEBANOMBRE MIG101131";58;1;32;191000;1
1524;"MIG101130";"PRUEBAAPELLIDO MIG101130, PRUEBANOMBRE MIG101130";30;3;4;73000;1
1523;"MIG101129";"PRUEBAAPELLIDO MIG101129, PRUEBANOMBRE MIG101129";30;2;5;171000;2
1522;"MIG101128";"PRUEBAAPELLIDO MIG101128, PRUEBANOMBRE MIG101128";35;1;9;58000;1
1521;"MIG101127";"PRUEBAAPELLIDO MIG101127, PRUEBANOMBRE MIG101127";32;2;8;104000;1
1520;"MIG101126";"PRUEBAAPELLIDO MIG101126, PRUEBANOMBRE MIG101126";37;2;13;172000;1
1519;"MIG101125";"PRUEBAAPELLIDO MIG101125, PRUEBANOMBRE MIG101125";38;4;12;29000;1
1518;"MIG101124";"PRUEBAAPELLIDO MIG101124, PRUEBANOMBRE MIG101124";46;4;20;91000;3
1517;"MIG101123";"PRUEBAAPELLIDO MIG101123, PRUEBANOMBRE MIG101123";32;1;7;38000;1
1516;"MIG101122";"PRUEBAAPELLIDO MIG101122, PRUEBANOMBRE MIG101122";30;3;6;49000;2
1515;"MIG101121";"PRUEBAAPELLIDO MIG101121, PRUEBANOMBRE MIG101121";34;2;8;38000;3
1514;"MIG101120";"PRUEBAAPELLIDO MIG101120, PRUEBANOMBRE MIG101120";41;1;16;79000;3
1513;"MIG101119";"PRUEBAAPELLIDO MIG101119, PRUEBANOMBRE MIG101119";42;2;17;98000;1
1512;"MIG101118";"PRUEBAAPELLIDO MIG101118, PRUEBANOMBRE MIG101118";42;1;18;145000;1
1511;"MIG101117";"PRUEBAAPELLIDO MIG101117, PRUEBANOMBRE MIG101117";43;1;18;122000;1
1510;"MIG101116";"PRUEBAAPELLIDO MIG101116, PRUEBANOMBRE MIG101116";51;3;24;84000;2
1509;"MIG101115";"PRUEBAAPELLIDO MIG101115, PRUEBANOMBRE MIG101115";32;1;8;39000;1
1508;"MIG101114";"PRUEBAAPELLIDO MIG101114, PRUEBANOMBRE MIG101114";28;3;2;70000;3
1507;"MIG101113";"PRUEBAAPELLIDO MIG101113, PRUEBANOMBRE MIG101113";52;1;28;51000;3
1506;"MIG101112";"PRUEBAAPELLIDO MIG101112, PRUEBANOMBRE MIG101112";54;1;28;183000;1
1505;"MIG101111";"PRUEBAAPELLIDO MIG101111, PRUEBANOMBRE MIG101111";58;3;33;34000;1
1504;"MIG101110";"PRUEBAAPELLIDO MIG101110, PRUEBANOMBRE MIG101110";65;2;41;121000;1
1503;"MIG101109";"PRUEBAAPELLIDO MIG101109, PRUEBANOMBRE MIG101109";55;4;29;61000;2
1502;"MIG101108";"PRUEBAAPELLIDO MIG101108, PRUEBANOMBRE MIG101108";47;3;21;79000;1
1501;"MIG101107";"PRUEBAAPELLIDO MIG101107, PRUEBANOMBRE MIG101107";37;2;13;70000;1
1500;"MIG101106";"PRUEBAAPELLIDO MIG101106, PRUEBANOMBRE MIG101106";35;1;10;182000;2
1499;"MIG101105";"PRUEBAAPELLIDO MIG101105, PRUEBANOMBRE MIG101105";51;1;25;181000;1
1498;"MIG101104";"PRUEBAAPELLIDO MIG101104, PRUEBANOMBRE MIG101104";38;1;14;49000;1
1497;"MIG101103";"PRUEBAAPELLIDO MIG101103, PRUEBANOMBRE MIG101103";29;1;3;84000;3
1496;"MIG101102";"PRUEBAAPELLIDO MIG101102, PRUEBANOMBRE MIG101102";42;3;17;95000;3
1495;"MIG101101";"PRUEBAAPELLIDO MIG101101, PRUEBANOMBRE MIG101101";42;1;16;13000;1
1494;"MIG101100";"PRUEBAAPELLIDO MIG101100, PRUEBANOMBRE MIG101100";30;3;6;52000;2
1493;"MIG101099";"PRUEBAAPELLIDO MIG101099, PRUEBANOMBRE MIG101099";46;1;20;114000;1
